title,publishedAt,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
"ĐỈNH CAO CỦA LIÊN QUÂN MOBILE !! SAIGON PHANTOM LÊN NGÔI VÔ ĐỊCH LẦN THỨ 9 | ĐTDV MÙA ĐÔNG 2024","2024-10-27T15:44:07Z","Liên Quân Mobile eSports-Garena","Gaming","""garena liên quân|liên quân mobile|liên quân|đấu trường danh vọng|garena liên quân mobile|aov|garena|Saigon Phantom|Esports|trực tiếp liên quân|trực tiếp giải liên quân|esport liên quân|chung kết liên quân|trực tiếp game|dau truong danh vong|dtdv mua xuan 2024|vong bang dtdv|dtdv 2024|giai dau lien quan|xem giải liên quân|saigon phantom|team flash|gg live|vong bang lien quan|chung ket apl|chung ket apl 2024|aimag 2021|boc tham aimag 2021""","260.52","none","3082165","79810","472","5280000","0.026047275210769053","2823569700","VN"
"Thế thì phải mở phiên live tặng túi mù ngay mới được","2024-10-24T02:09:58Z","Ăn Cùng Bà Tuyết.","Entertainment","""nmt vlogs|nmt vlog|nguyễn minh trường|nmt|mnt|ntm vlogs|mnt vlogs|mtn vlogs|nmtvlog99|nmt tiktok|tiktok nmt|tiktok|tik tok|tiktok giải trí|gia đình bất ổn|bất ổn|hài hước|giải trí|tony tv|ntn vlog|gia dinh bat on|hài|vlog hài|hài nhà làm|hài gia đình|hài bất ổn|hài mới|phim hài|bà tuyết diamond|tắt máy thấy người|ăn vặt bà tuyết|an vat ba tuyet|đồ ăn vặt|que cay|que cay bà tuyết""","0.82","none","2358635","75574","2184","992000","0.0329673730780727","653166425","VN"
"Tặng túi mù tặng túi mù tặng túi mù","2024-10-24T02:11:04Z","Ăn Cùng Bà Tuyết.","Entertainment","""nmt vlogs|nmt vlog|nguyễn minh trường|nmt|mnt|ntm vlogs|mnt vlogs|mtn vlogs|nmtvlog99|nmt tiktok|tiktok nmt|tiktok|tik tok|tiktok giải trí|gia đình bất ổn|bất ổn|hài hước|giải trí|tony tv|ntn vlog|gia dinh bat on|hài|vlog hài|hài nhà làm|hài gia đình|hài bất ổn|hài mới|phim hài|bà tuyết diamond|tắt máy thấy người|ăn vặt bà tuyết|an vat ba tuyet|đồ ăn vặt|que cay|que cay bà tuyết""","0.3","none","1659766","55852","2252","992000","0.03500734440879016","653166425","VN"
"MISS GRAND INTERNATIONAL 2024  GRAND FINAL","2024-10-25T15:44:42Z","GrandTV","Entertainment","""มิสแกรนด์|มิสแกรนด์ไทยแลนด์|miss grand thailand|miss grand|นางงาม|ประกวดนางงาม|ณวัฒน์|มิสแกรนด์ไทยแลนด์ 2023|มิสแกรนด์ไทยแลนด์ 2024|บ้านแกรนด์|Miss Grand International|mgt|GrandTV""","216.0","none","15947538","333555","7263","2060000","0.021371198488443797","266831724","TH"
"MẸ YÊU CON - Nhà TINH HOA (Tiết Mục Nhóm) CHUNG KẾT | ANH TRAI VƯỢT NGÀN CHÔNG GAI 2024","2024-10-20T03:00:26Z","YEAH1 MUSIC","Music","""Yeah1 music|nhạc anh trai|anh trai vượt ngàn chông gai|show anh trai|show anh trai vượt ngàn chông gai|anh trai chông gai|anh trai vượt mọi chông gai|anh trai|anh tài|anh tai|chung kết anh trai vượt ngàn chông gai|tiét mục nhà tinh hoa|nhà thinh hoa|tinh hoa|mẹ yêu con|mẹ yêu con nhà tinh hoa|nhà tinh hoa mẹ yêu con|nha tinh hoa|me yeu con|mẹ yêu con chung kết|chung kết mẹ yêu con|nhà tinh hoa|tiết mục nhà tinh hoa|mẹ yêu con tiết mục chung kết""","6.02","none","3232830","173397","42753","3270000","0.06686092371080446","2570527959","VN"
"Máy phát hiện nói dối","2024-10-19T11:08:34Z","Soni đây ","People & Blogs","""[none]""","0.98","none","3707035","157043","760","1180000","0.042568521743118155","206757395","VN"
"Human vs Jet Engine","2024-10-17T19:00:00Z","MrBeast","Entertainment","""[none]""","0.32","none","186350032","7421703","9218","327000000","0.03987614555386822","62676141167","US"
"Ơ lạ nhỉ #tinhlong #shorts #comedy","2024-10-24T05:00:49Z","Tinh Long","Comedy","""tinh long|tinh long tiktok|tinh long hài|hài ngắn tiktok|hài ngắn|video hài hước|hài tiktok 2022|coi cấm cười|tiktok hài|troll|tinh long tiktoker hài hước|funny video|funny|funny troll|cà khịa funny|tấu hài|tiktok cà khịa|tiktoktinhlong|tiktoker tinh long|shorts|comedy|tinh long comedy|tinh long fake situation|tinh long official|tinh long short comedy|tinh long short|tinh long prank|funny prank|tinh long funny challenge|comedy skit""","0.2","none","1301389","42311","619","1020000","0.03298783069474231","935199267","VN"
"Loại đá bén nhất Thế Giới #thuthach","2024-10-24T10:24:04Z","MR.Tú Huỳnh ","People & Blogs","""thử thách|thử nghiệm|sinh tồn|sống sót|tiktok|filter|ăn uống|mr|Mr|beat|mr beast|beast|thuthach|Fake Situation|thử thách thú vị|tình huống giả tưởng|trò chơi giải trí|phản ứng hài hước|video thú vị|giải trí trên mạng xã hội|tương tác với người xem|câu chuyện vui nhộn|thử thách viral|giải trí thú vị|Loại đá bén nhất Thế Giới|Đá bén nhất thế giới""","0.72","none","4234223","68246","260","1110000","0.0161791195220469","596509728","Unknown"
"excited to see what shorts ideas y’all come up with for apt.💗 brought to you by youtube shorts","2024-10-18T15:00:46Z","ROSÉ","People & Blogs","""[none]""","0.47","none","123574161","4344925","36218","11200000","0.03545355246231451","910068503","Unknown"
"Đón giám đốc thăm viện | Nhà điên vui nhộn tập 26 | Tôm channel official #Shorts","2024-10-28T04:15:00Z","Tôm channel officical","Gaming","""tôm|tôm official|tôm channel official|tôm tiktok|tôm review|tiktok tôm|tôm vlog|tom hài hước|tôm tiktok hài|tôm channel|tiktok hài hước|tôm hài hước|phim ngắn hài hước|phim hài ngắn|phim hài ngắn hay|phim hài ngắn việt nam|phim ngắn hài|phim ngắn|sitcom hài|vietnam sitcom|phim hai sitcom viet nam|sitcom|hài hước|video hài|video hài hước|phim hài sitcom|sitcom ngắn|nhà điên vui nhộn|nhà điên|nhà vui nhộn|nhà thương điên|nhà vui""","1.0","none","3050365","47233","82","1630000","0.015511258488738232","1217924558","VN"
"😊Let’s Treat The Hedgehog To A Chestnut Feast!🦔🍭  #catvideo #catmemes #trending","2024-10-19T12:00:25Z","Oscar's Funny World","Pets & Animals","""smart cat|catsofyoutube|challenge|funny video|tiktok newest|tiktok viral|tiktok reaction|best cat tiktok|cute and funny cat|oscar funny world|oscar's funny world|funny cat oscar|funny prank|special effect|spider-man|magic tricks|don’t waste food""","0.33","none","35246795","396759","586","16100000","0.011273223565433397","11986639348","US"
"Đu trend phất cờ. Tự hào là người Việt Nam #doduyhieu #shorts","2024-10-13T12:15:08Z","Đỗ Duy Hiếu","Entertainment","""Đỗ Duy Hiếu|Duyhieutiktok|doduyhieu|đỗ duy hiếu|Khi bà có đứa cháu quá nhây và cái kết|Tiktok hot|Tiktok việt nam|Trend|Xu hướng|Tổng hợp tiktok hay nhất|Biến hình|Trend phất cờ|trend phất cờ tổ quốc|Khi nhà có hảo bà và cái kết|Khi hảo cháu gặp ngay hảo bà và cái kết|Khi hảo bà gặp ngay hảo cháu và cái kết|Troll|Vlogs|Tiktoker|Funny|Trending|phất cờ|phất cờ tổ quốc việt nam""","0.27","none","8729287","131997","1588","1250000","0.015303082599987835","938275276","VN"
"Người đàn ông mang xe đi sửa sau một trận mưa đá nhưng nó lạ lắm #sieuxe #shorts","2024-10-26T10:30:30Z","Martini Official","Autos & Vehicles","""xe|siêu xe|ô tô|supercar|racing|tốc độ|phương tiện|martini|martini asphalt|martini official|hypercar|meme|sửa xe|mưa đá|buồn cười|hài hước|tình huống|short|shorts|Infiniti""","0.25","none","4348684","70346","271","206000","0.016238705778575772","307186600","VN"
"Nutella &GO Chocolate Dipping | ASMR","2024-10-15T08:55:50Z","JuTOS tv","Entertainment","""[none]""","0.35","none","34624636","393527","0","4200000","0.011365520203591455","4757815204","MA"
