title,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country,date,time
"Yankees have the worst inning in World Series history, a breakdown",Jomboy Media,Entertainment,"""a breakdown|mlb|jomboy videos|jomboy|jake sucks|talkin yanks|jomboy podcast|tv podcast|just talkin podcast|mlb breakdowns|Talkin yanks|jomboy jake radio""",12.98,none,1531233,52790,5069,2010000,0.037785889,1455242231,US,11/2/2024,0:49:08
First To Get A Full Shiny Legendary Team Wins,PM7,Gaming,"""pokemon|pm7|pokemon randomizer|legends za|pokemon legends za|pokemon challenge|pm7 challenge|mandjtv|mandjtv plays|pm7 mandjtv|mandjtv pm7|john michael cup|jmc|jmc season 3|legendary pokemon|legendaries|shiny legendary pokemon|pm7 legendary pokemon|pokemon but everything is legendary|shiny legendary team|first to get a full shiny legendary team wins|pm7 shiny legendary team|pokemon randomly evolve every level|shiny pokemon|pokemon race|pokemen7 plays""",22.98,none,404999,18848,831,1030000,0.048590243,254758773,US,11/1/2024,14:24:21
Fortnite CHAPTER 2 is HERE!,SypherPK,Gaming,"""fortnite|fortnite battle royale|competitive|gaming|highlights|gameplay|fortnite highlights|fortnite tips|stream highlights|how to play|fortnite gameplay|sypher|new update|sypherpk|fortnite update|fortnite new patch|fortnite new item|everything epic didnt tell you|fortnite new update|fortnite leaks|fortnite event|mr beast fortnite|undercover|fashion show|Fortnite chapter 5|asianjeff""",13,none,1606706,45179,2489,9880000,0.029668153,5043358780,US,11/2/2024,14:10:23
things that make me irrationally angry,Ice Cream Sandwich,Comedy,"""[none]""",9.22,none,1484713,144549,7192,3260000,0.1022022438006537,297516021,US,11/1/2024,0:03:00
Judge Sends Young Thug Home After Over 700 Days in Jail,Law&Crime Trials,Entertainment,"""law and crime|law and crime network""",17.83,none,404192,7257,1964,552000,0.022813415,181277024,US,10/31/2024,23:30:18
"Supreme Court allows Pennsylvania to count contested provisional ballots, rejecting GOP plea",Scripps News,News & Politics,"""Scripps News|supreme court|supreme court ruling|pennsylvania|pennsylvania polls|pennsylvania early voting|pennsylvania election results|pennsylvania election|pennsylvania voting|provisional ballot|gop|republican|mail in ballots 2024|pennsylvania mail in ballot|trump|donald trump|battleground states polls|battleground states|battleground states 2024|swing state polls|presidential election 2024|mail in ballots|presidential election|supreme court news|news""",0.48,none,472083,2108,2258,565000,0.009248374,269606120,US,11/2/2024,0:33:00
OUR WEDDING VIDEO PT.2 | The Vows & Ceremony 📖,Les Do Makeup,Howto & Style,"""[none]""",33.57,none,407597,18627,1358,1270000,0.049031274,221739019,US,10/31/2024,21:00:02
Dodgers vs. Yankees World Series Game 5 Highlights (10/30/24) | MLB Highlights,MLB,Sports,"""mlb|baseball|sports|mlb highlights|sports highlights|baseball highlights""",15.35,none,4312286,58593,6636,5890000,0.015126316,5834047098,US,10/31/2024,5:24:46
Horror Games - Scott The Woz,Scott The Woz,Gaming,"""[none]""",30.03,none,541677,43395,2000,1940000,0.083804555,726649896,US,10/31/2024,23:00:18
Cabela's Dangerous Hunts 2011: A Cursed Hunting Game,MandaloreGaming,Gaming,"""cabela's dangerous hunts|cabela's dangerous hunts 2011|cabela's dangerous hunts 2011 review|cabela's|cabela's dangerous hunts review|cabela's 2011|cabela's game|cabela's 2011 review|dangerous hunts|dangerous hunts review|dangerous hunts 2011|dangerous hunts 2011 review|dangerous hunts game|cabela's dangerous hunts 2011 gameplay|dangerous hunts gameplay|mandaloregaming|mandalore gaming|mandalore|hunting pc game|dangerous hunts 2|dangerous hunts 2 review|cabela""",45.75,none,794986,41300,4283,904000,0.057338117,234350804,US,10/31/2024,18:45:00
F1 Sprint Highlights | 2024 Sao Paulo Grand Prix,FORMULA 1,Sports,"""F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing""",6,none,3988153,68320,3229,11200000,0.017940385,7315622433,US,11/2/2024,15:14:12
"El Alfa ""El Jefe"" x Kim Loaiza - Si, Es Asi | Video Oficial",ElAlfaElJefeTV,Music,"""Music|Musica|Latino|Latin|Urban|Urbano|Trap|Reggaeton|Dembow|Rap|Hip Hop|Latin Hits|2019 Hits|Puerto Rico|Dominican Republic|Mexico|Miami|New York|Spain|España|mundial|Republica|dominicana|Republica Dominicana|Fuego|Fire|Bugatti|El Alfa|El Jefe|El Hombre|La leyenda|el androide|el animal|el|criminal|the best|alfa|kim|Kimberly loaiza|loaiza|mexico|Mexico y rd|alfa y kim loaiza|kim Loaiza y alfa|quim loaisa|loaisa|kin|mami kim""",3.17,none,3523250,167556,39068,10300000,0.058645853,5702232701,DO,10/31/2024,16:30:06
Spooky Month short: Kevin's Dream job,Sr Pelo,Film & Animation,"""Animation|Animacion|sr Pelo|pelo|Sir Pelo|spooky month|spooky short|skid|pump|kevin|lila|roy|robber|ross|susie|Jaune|Jack|John|Bob|Rick|Carmen|Dexter|Happy Fella|Candy|Candy shop|Moloch|Gregor|Radford|Cats|Skeleton|Pumpkin|Trick or treat|masks|costumes|dia de brujas|fnf|friday night funkin|boyfriend|spider|shadow|crying|centipede|dirt|insects|patty azure|morgue|guts|green|cosmic|stars|candy store|hatzgang|water balloon|Frank|tree|Dad|flashback|witch|Indie animation""",2.85,none,1271396,157195,7893,7010000,0.1298478208205783,1637732248,MX,10/31/2024,18:00:06
"World Cup Finals Import vs Domestic, Day 1 Qualifying! The EAGLE Has Landed!",That Track Channel,Autos & Vehicles,"""world cup finals|world cup finals 2024|world cup finals maryland|the best race ever|wcf 2024|maryland international raceway|mir 2024|maryland international raceway 2024|world cup finals day 0|world cup finals day 1|world cup finals testing|world cup finals qualifying|world cup finals live stream|world cup finals live|world cup drag racing|world cup finals import vs domestic|world cup drag racing 2024 live|world cup drag racing 2024|world cup qualifying""",26.35,none,407982,14460,947,33500,0.037763921,8031407,US,11/1/2024,6:53:42
Pathetic Performance! (Lee Judges) | Newcastle 1-0 Arsenal,AFTV,Sports,"""afc|aftv|arsenal|arsenal fan tv|fan cams|arsenal tv|arsenal fan cams|gooners|premier league|robbie lyle|troopz|aftvmedia|martinelli|arteta|mikel arteta|aftv news|transfer daily|gabriel|aftv troopz|arsenal stream|arsenal watch along|bukayo saka|emile smith rowe|emirates stadium|football|soccer|sport|transfers|gabriel jesus|gunners|arsenal fc|transfer window|Title Race|Newcastle 1-0 arsenal|arteta newcastle""",10.75,none,263568,4373,2055,1680000,0.024388393,1587548518,GB,11/2/2024,15:20:06
G-DRAGON - POWER (Official Video),OfficialGDRAGON,People & Blogs,"""[none]""",2.78,none,18580438,961533,81899,2920000,0.056157557,370700207,KR,10/31/2024,9:00:07
My dog (Oatmeal) insists on swimming (even when it's cold! ❄️),Adria and Oatmeal,Music,"""[none]""",1.08,none,504435,35315,113,1100000,0.070233033,638135333,US,11/2/2024,13:00:25
"irl HAUNTED HOUSE ft. MrBeast, xQc, Logan Paul, Fanum & Lexi Rivera🎃👻💀",IShowSpeed,Gaming,"""ishowspeed""",122.35,none,4821133,191726,7393,32900000,0.041301287,3236113659,US,10/31/2024,1:55:47
"1 Footballer from Every Position Competes for £10,000",ChrisMD,Entertainment,"""[none]""",54.67,none,2737709,112499,2645,6120000,0.042058524,1604980205,GB,10/31/2024,17:10:43
EPIC: The Musical - SAGAS 1-8 The Vengeance Saga release party,Jorge Rivera-Herrans,Entertainment,"""[none]""",56.6,none,1151825,96179,5417,577000,0.088204371,231923578,PR,10/31/2024,4:00:16
Planet X Returns! - Part 2,SolarBalls,Education,"""solarballs|solarball|cosmos|scifi|sci fi|space|galaxy|solar system|animation|fun|comedy|space animation|cartoon|shut up cartoons planets|shut up planet cartoon|spaceball|spaceballs|space balls|moon|moons|earth|luna|sun|planet X|big bang|the big bang|big bang theory""",8.05,none,495936,27858,4281,1480000,0.064804733,309814902,GB,11/2/2024,15:00:07
How Big Can Godzilla Get?,EYstreem,Gaming,"""Eystreem|eyestream|eystream|minecraft|roleplay|funny|troll|prank|secret|hidden|tutorial|minecraft phone|minecraft bedrock edition|How big can godzilla get|Minecraft but I become godzilla|fighting godzilla in minecraft|pranking my friend in minecraft|pranking my friend with godzilla in minecraft|minecraft ultimate boss|modded minecraft|I fooled my friends with godzilla in minecraft""",23.4,none,2208503,34735,2127,11100000,0.016690944,4127966322,AU,11/1/2024,1:00:16
Roman Reigns is BACK with Jey and Jimmy Uso! | WWE SmackDown Highlights 11/1/24 | WWE on USA,WWE on USA,Sports,"""WWE|WWE Smackdown|WWE Smackdown Highlights|WWE Smackdown Highlights Today|WWE Smackdown Highlights This Week|WWE Smackdown Full Show|WWE Smackdown Full Match|Roman Reigns|Jey Uso|Jimmy Uso|Big Jim Uso|The Bloodline|Solo Sikoa|Jacob Fatu|Tama Tonga|Tonga Loa|SMACKDOWN|SMACKDOWN HIGHLIGHTS|smackdown|smackdown highlights|FULL MATCH|full match|FULL SHOW|full show|WWE HIGHLIGHTS|WWE smackdown|WWW SMACKDOWN|Roman Reigns is BACK with Jey and Jimmy Uso""",10.37,none,896329,28545,2307,624000,0.034420397,385736140,US,11/2/2024,1:17:21
Six Hundred Strike,Jorge Rivera-Herrans - Topic,Music,"""Jorge Rivera-Herrans|Steven Rodriguez|Cast of EPIC: The Musical|EPIC: The Vengeance Saga (Official Concept Album)|Six Hundred Strike""",3.53,none,1580241,42170,5226,45400,0.029992893,137208320,PR,10/30/2024,10:02:56
Halloween Special: Mummies!,Overly Sarcastic Productions,Education,"""Funny|Summary|OSP|Overly Sarcastic Productions|Analysis|Literary Analysis|Myths|Legends|Classics|Literature|Stories|Storytelling|History|Mythology""",47.9,none,515152,40534,3340,2370000,0.085167096,751678103,US,10/31/2024,15:00:28
FINAL FANTASY XIV Patch 7.1 - Crossroads,FINAL FANTASY XIV,Gaming,"""FF14|FFXIV|Final Fantasy XIV (Video Game)|ファイナルファンタジー|MMO|スクウェア・エニックス|スクエニ|SQUARE ENIX|漆黒のヴィランズ|Shadowbringers|暁月のフィナーレ|Endwalker|黄金のレガシー|Dawntrail""",3.43,none,119755,0,0,700000,0,297725106,JP,11/1/2024,11:03:22
skibidi toilet multiverse 043,DOM Studio,Film & Animation,"""skibidi|skibidi toilet|skibidi dom dom yes yes|Cameraman|Speakerman|tvman|Clockman|Drillman|Camera man|Speaker man|Tv man|Clock man|Titan Cameraman|Titan Tvman|skibidibopyesyesyes|TV show|Sfm|Blender|movie|war documentary|fiction|Secret episode|secret|New episode|Business|Skibidi multiverse|multiverse|Skibidi toilet multiverse|Horror|action|comedy|prank|Fortnite|worst|Best|Mrbeast|Challenge|surprise|Titan Speakerman|Titan Clockman|Titan Drillman|Anime|what""",5.05,none,3714578,172284,9530,10700000,0.048946071,3654137444,GB,11/2/2024,12:59:45
NickEh30 reacts to Fortnite Remix Live Event!,Nick Eh 30,Gaming,"""fortnite|fortnite gameplay|fortnite battle royale|fortnite funny moments|fortnite new update|fortnite victory royale|Fortnite Item Shop|Fortnite funny|Fortnite tips|Fortnite Update|Fortnite How To Win|Fortnite how to play|Fortnite Victory Royale|Fortnite tournament|fortnite best moments|Fortnite event|Nick eh 30|FORTNITE new map|Fortnite live|Fortnite nick eh 30|fortnite new season|Fortnite Chapter 5|Fortnite chapter 5 season 4|Fortnite season 4""",15.22,none,890400,15319,1196,8190000,0.018547844,1480347452,CA,11/2/2024,5:26:50
"Reload Desert Drop: New Map, Solos, and More",Fortnite,Gaming,"""yt:cc=on""",0.5,none,3354529,43767,2655,12700000,0.013838604,2868172453,US,11/1/2024,22:43:59
The Weeknd - São Paulo feat. Anitta (Official Music Video),TheWeekndVEVO,Music,"""The Weeknd|Anitta|XO Republic Records""",3.5,none,9187537,408756,70229,10400000,0.052134212,20247594452,CA,10/31/2024,0:00:07
HIGHLIGHTS | All Blacks XV v Munster | 2024 (Limerick),All Blacks,Sports,"""All Blacks|New Zealand Rugby|Rugby|Rugby Union""",12.02,none,421339,4009,765,964000,0.011330544,406932880,NZ,11/2/2024,21:40:28
"Tyler, The Creator - Chromakopia ALBUM REVIEW",theneedledrop,Music,"""album|review|music|reviews|indie|new|lyrics|listen|track|concert|live|update|the needle drop|anthony fantano|vlog|talk|discussion|music nerd|song|tyler the creator|rap|hip hop|noid|st chroma|reaction""",18.68,none,1290688,56046,4827,2940000,0.047163218,1072151738,US,10/31/2024,4:18:05
Houston Texans vs. New York Jets Game Highlights | NFL 2024 Season Week 9,NFL,Sports,"""[none]""",12.37,none,2200130,24043,3129,13400000,0.012350179,10938454264,US,11/1/2024,3:44:50
The Nightmare in the Tunnels (#20),Settled,Gaming,"""Mory|Morytania|Area|Maxing|Max|OSRS|UIM|End|Game|Ultimate|Ironman|Old|School|Runescape|RS3|Settled|Settledrs|Progress|Video|Tricks|Tips|Bossing|Skilling|2007|2007Scape|Dream|Gear|Items|Boss|Episode|Settled UIM|UIM Settled|OSRS Settled|Morytania UIM|Morytania Ironman|Mory Ironman|Maxed UIM|UIM Maxing""",16.17,none,397718,25735,1096,721000,0.067462373,127141970,US,10/31/2024,21:43:40
Lady Gaga - Disease (Official Music Video),LadyGagaVEVO,Music,"""Lady Gaga|Interscope Records|Pop""",4.37,none,9144422,509013,48304,8890000,0.060946116,15218947423,US,10/30/2024,1:00:34
Get in the Water,Jorge Rivera-Herrans - Topic,Music,"""Jorge Rivera-Herrans|Steven Rodriguez|Steven Dookie|Armando Julián|Wanda Herrans|Cast of EPIC: The Musical|EPIC: The Vengeance Saga (Official Concept Album)|Get in the Water""",3.68,none,1294077,35380,1504,45400,0.028502168,137208320,PR,10/30/2024,10:01:56
"Bobby Lashley comes face-to-face with Swerve Strickland at FRIGHT NIGHT! | 10/30/24, AEW Dynamite",All Elite Wrestling,Sports,"""aew|aew dynamite|aew dynamite highlights this week|aew dynamite highlights|all elite wrestling|pro wrestling|aew on tbs|aew rampage|aew highlights|aew zero hour|aew buy in|AEW TV|swerve strickland|shelton benjamin|prince nana|mvp|mvp aew|shelton benjamin aew|bobby lashley|bobby lashley aew|bobby lashley aew debut|aew fight forever""",11.6,none,1526268,38927,3766,4250000,0.027972152,2379797235,US,10/31/2024,2:30:16
Have the coziest November in Hay Day,Hay Day,Gaming,"""Hay Day|HayDay|Supercell|Suprcell|Farming|Farm life|mobile|tablet|mobile game|game|yt:cc=on|ios|android|amazon|series|farmer|pig|horse|cow|sheep|goat|puppy|dog|kitten|cat|fishing|sanctuary|elephant|zebra|giraffe|hippo""",1.98,none,1099945,18702,864,2250000,0.017788162,321386826,FI,10/31/2024,7:50:00
"Alemán, Gera MX - Como Pacman (Video Oficial)",AlemanVEVO,Music,"""aleman|gera mx|pacman|como pacman|video como pacman|video oficial pacman|rich mafia|rich vagos|rap en español|hiphop|rap|rap mexa|rap mexicano|gera mx aleman rich mafia|video aleman|video gera mx|rap mexicano 2024|arena hip hop|rap mexa para el gym|rap malandro|lo mejor del rap mexicano|mucho rap|rich mafia volumen|rich mafia vol|batman|cartman|southpark|mad max|pulpfiction|breaking bad|Homegrown Mafia|fear and loathing in las vegas""",3.28,none,2144305,125492,3870,183000,0.060328172,98164372,MX,10/31/2024,0:00:07
Unc & Ocho in DISBELIEF over Tom Brady post after Gisele pregnancy announcement 😱 | Nightcap,Nightcap,Sports,"""Nightcap|Shannon Sharpe|Ochocinco|Chad Johnson|Chad Ochocinco|Club Shay Shay|Nightcap Podcast|Shannon Sharpe Podcast|Ochocinco Podcast""",10.65,none,401114,8547,2318,1540000,0.027087063,450874060,US,11/1/2024,13:00:17
Jimmy Fallon Gets Spooked By Spicy Wings | Hot Ones,First We Feast,Entertainment,"""First we feast|fwf|firstwefeast|food|food porn|cook|cooking|chef|recipe|cocktail|bartender|craft beer|spicy food|foodie|burgers|food documentary|PETER DINKLAGE|venom|venom last dance|kevin feige|marvel|mcu|sony marvel|spiderman|tom holland""",24.4,none,2176714,88617,3651,14100000,0.042388665,4155582963,US,10/31/2024,15:00:03
São Paulo,The Weeknd - Topic,Music,"""The Weeknd|ザウィークエンド|ザ・ウィークエンド|Anitta|アニッタ|São Paulo""",5.03,none,1698967,59349,958,255000,0.035496275,6588005805,CA,10/31/2024,0:04:07
Marvel Studios | Look Ahead | Disney+,Marvel Entertainment,Entertainment,"""marvel|comics""",1.88,none,1897896,83051,5054,21000000,0.046422459,6258764596,US,10/30/2024,13:30:06
*NEW* Fortnite Chapter 2 REMIX Battle Pass! (Free Juice WRLD),Ali-A,Gaming,"""fortnite chapter 2 remix battle pass|fortnite chapter 2 remix|fortnite chapter 2 remix battlepass|fortnite chapter 2|fortnite og 2 battle pass|fortnite og 2 battlepass|fortnite battle pass|fortnite|chapter 2|remix|battle pass|alia|ali a|new|juice wrld|snoop dog|ice spice|free|fortnite juice wrld|fortnite snoop dog|fortnite ice spice""",8.23,none,409500,7424,524,19200000,0.019409035,6671069860,GB,11/2/2024,7:26:00
MAKE THEM BELIEVE | T1 vs BLG: The Grand Finals |  Worlds 2024,LoL Esports,Gaming,"""Worlds 2024|worlds|league of legends|worlds league of legends|worlds 2024|esports|lck|lcs|lpl|cblol|lla|lec|pcs|vcs|swiss stage|worlds 2024 league of legends|lol esports|lol 2024|lol worlds 2024""",7.18,none,1567009,65421,4076,3770000,0.044350096,1229896314,US,11/2/2024,8:32:37
This was one of the BIGGEST CHOKES EVER in the World Series...,Gomer Simpson ,Gaming,"""GomesDaLegend|MLB 23|MLB The Show 23|What To Do First MLB 23|MLB 23 Tips|Make Stubs Fast MLB 23|MLB 23 Gameplay|MLB 23 New Features|MLB 23 News|Market Tips MLB 23|New Legends MLB 23|Free Packs MLB 23|Fast XP MLB 23|Best XP Method MLB 23|Ballplayer Tips MLB|No Money Spent MLB|MLB 23 Tier List|Best Cards MLB 23|MLB 23 NMS|Battle Royale MLB|Ranked Seasons MLB|MLB Pack Opening|NMS MLB The Show|Baseball|MLB|PS5|XBOX|Gaming|Sports""",7,none,571664,8405,3034,13000,0.020010006,5449406,US,10/31/2024,6:29:00
Yeat & Quavo - 5BRAZY [Official Music Video],Yeat Music,Music,"""yeat|summrs|lyfestyle|go2work|go to work|lyfe|afterlyfe|quavo|migos|offset|travis scott|huncho jack""",3.37,none,1065501,74533,4172,1320000,0.07386666,751772058,US,10/30/2024,17:45:03
Lil Uzi Vert - We Good [Official Audio],LIL UZI VERT,Music,"""Lil|Uzi|Vert|Lil Uzi Vert|Eternal Atake|Money Longer|LUV|Futsal Shuffle|That Way|Sanguine Paradise|XO Tour Life|XO Tour Llif3|Luv Is Rage|Luv is Rage 2|The Perfect LUV Tape|Worldstar|Akadmiks|Philly|Rap|Hip Hop|Atlantic Records|Generation Now|Roc Nation|nwE_BsjBSUw|New Patek|Je2OItlb4pY/edit|PLUTO X BABY PLUTO|PLUTO|Lil Uzi Vert Future|Lil Uzi Vert Future Pluto x Baby Pluto|Future|Future Pluto|Lil Uzi Pluto x Baby Pluto|Baby Pluto""",2.1,none,446183,16533,1196,9840000,0.039734817,5168439853,US,11/1/2024,4:00:53
Yankees Lose the 2024 World Series | 1141,Talkin' Yanks,Sports,"""yankees|new york yankees|talkin yanks|talkin yanks podcast|jomboy yankees|jomboy|jomboy media|jomboy videos|podcast|baseball|mlb|major league baseball|talkin' yanks|talkin' yanks podcast|yanks|yankees podcast|mlb podcast|baseball podcast|jomboy podcast|aaron boone|steinbrenner|brian cashman|new york""",23.53,none,204223,5079,2873,99200,0.038937828,37835183,US,10/31/2024,6:00:31
Megan Moroney - Am I Okay? (Official Video),MeganMoroneyVEVO,Music,"""Megan moroney|tennessee orange|met somebody and he's got blue eyes|He opens the door and he don't make me cry|Tonight you’re lucky I’m drinking|Kansas Anymore|Another on the Way|Why Johnny|Girl In The Mirror|God Plays Gibson|Georgia Girl|Sleep on My Side|Mustang or Me|Sad Songs for Sad People|I'm Not Pretty|Lucky|Traitor Joe|Just ‘cause something’s good don’t mean it lasts|By fall we fell apart and just like that""",3.93,none,318615,7920,291,8320,0.025770915,64631663,US,10/30/2024,16:00:06
BABYMONSTER - 'CLIK CLAK' M/V,BABYMONSTER,People & Blogs,"""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA""",2.92,none,45530414,1182741,57531,7320000,0.027240517,2916580217,KR,10/30/2024,4:00:02
Nintendo Music – Announcement Trailer,Nintendo of America,Gaming,"""nintendo|game|gameplay|fun|video game|action|adventure|rpg|play|switch|nintendo switch""",2.47,none,1301098,81630,15587,9620000,0.074719199,3605783113,US,10/30/2024,22:04:08
"Lady Gaga, Bruno Mars - Die With A Smile (Live in Las Vegas)",Bruno Mars,Music,"""bruno mars|bruno|atlantic records|official video|pop music|R&B|funk|soul|bruno mars lady gaga|bruno mars lady gaga die with a smile|die with a smile|lady gaga bruno mars live|die with a smile live|lady gaga die with a smile|bruno mars die with a smile""",4.7,none,10636037,348936,11659,39100000,0.033903135,21888905651,US,10/30/2024,1:00:22
"Denzel Curry, LAZER DIM 700 & Bktherula - Still In The Paint (Official Music Video)",Lyrical Lemonade,Music,"""waka flocka flame song|waka flocka lazer dim|lazer dim|denzel curry|zeltron|LAZER DIM 700|train music videos|subway music videos|lyrical lemonade music video|AMD Visuals|AMD music video|BK music video|hard in the paint music video|atlanta music videos|waka flocka flame music video|LAZER DIM music video""",4.35,none,1073105,94088,3949,22600000,0.091358255,11823240866,US,10/30/2024,2:00:06
“Touch” Halloween Special Performance | KATSEYE,KATSEYE,Music,"""[none]""",2.7,none,2624844,178697,5216,900000,0.070066259,307148492,KR,10/30/2024,15:02:37
Deliver Justice! Clash of Clans New Season,Clash of Clans,Gaming,"""clash of clans|COC|Clash of Clans Gameplay|Clash of Clans Strategy|Clash of Clans Animation|Clash of Clans Commercial|Clash of Clans Attacks|Clash of Clans Town Hall|Hog Rider|PEKKA|Clan Wars|season challenges|clan war leagues|clash on|clan game|clan games|clash-a-rama|clasharama|justice|justice season|war machine scenery|Judgment King|Justice Queen|Grand Judge|Justice Scenery|clash of clans new season|clash season|hammer jam""",1.02,none,462313,15687,1319,20900000,0.036784603,4704219063,US,10/31/2024,13:00:17
"Pure CHAOS! Jon Moxley, AEW World Champion, responds to Orange Cassidy! | 10/30/24, AEW Dynamite",All Elite Wrestling,Sports,"""aew|aew dynamite|aew dynamite highlights this week|aew dynamite highlights|aew on tnt|aew road to|all elite wrestling|pro wrestling|aew on tbs|aew rampage|aew highlights|aew rampage highlights|aew zero hour|aew buy in|AEW TV|jon moxley|pac|claudio castagnoli|marina shafir|wheeler yuta|orange cassidy|private party""",9.57,none,610010,12781,1110,4250000,0.022771758,2379797235,US,10/31/2024,2:15:00
MacBook Pro Announcement - October 30,Apple,Science & Technology,"""Apple|Apple announcement|keynote|MacBook Pro announcement|MacBook Pro|Apple Intelligence|October 2024""",16.88,none,23126166,70655,0,19800000,0.003055197,1199309524,US,10/30/2024,15:11:07
JUJU HAS IT ALL! | Brawl Stars Animation,Brawl Stars,Gaming,"""brawl stars|mobile game|mobile strategy game|mobile rpg|mobile battle royale|battle royale|supercell game|juju|brawler|brawl talk|spike|amber|colette|champion|hero|voodoo|doll""",0.88,none,7699039,214933,10677,20600000,0.029303657,2941932208,FI,10/30/2024,7:09:09
Twenty One Pilots - Routines In The Night (Concert Film),twenty one pilots,Music,"""twenty one pilots|twenty one pilots official|the clancy world tour|twenty one pilots live|tyler performing in pit|twenty one pilots show|clancy tour|clancy tour columbus|routines in the night live|twenty one pilots with fans|clancy album|nationwide arena|twenty one pilots hometown show|clancy live|21 pilots tour|21 pilots live|21pilots|tyler joseph|clancy tour live|clancy tour audience|twenty one pilots tv|overcompensate|i am clancy|next semester""",3.42,none,598566,64155,2807,13600000,0.1118707043166501,6203996840,US,10/30/2024,17:00:06
Please Stop Making Venom Movies,The Cosmonaut Variety Hour,Entertainment,"""[none]""",8.38,none,396291,23436,1663,1420000,0.063334772,349480806,US,10/30/2024,22:26:27
OPENING MY SIDEMEN SUNDAY PRESENT!,Miniminter,Entertainment,"""simon|sidemen|miniminter|mm7games|random|vlog""",19.93,none,1589658,57062,640,10400000,0.036298374,4112040757,GB,10/30/2024,19:05:59
Can I Break A Professional Course Record In One Try?,Bryson DeChambeau,Sports,"""bryson dechambeau|break 50|golf|golfing|golf match|pro golfer|bryson break 50|bryson dechambeau golf|bryson dechambeau highlights|Can I Break A Professional Course Record In One Try?|course record|public golf course|breaking golf course records|bryson dechambeau course record series|i broke the course record|breaking course records|professional golfer|Can I Break A Public Course Record In One Try?|professional golf course""",30.97,none,997791,24280,1725,1580000,0.026062572,220656133,US,10/30/2024,19:42:35
How to Ruin Geometry Dash,GD Colon,Gaming,"""gdcolon|gd colon|geometry dash|geometry dash lite|geometry dash free|battle pass|gacha|free games|if geometry dash was free|free mobile games being stinky and really really bad""",17.87,none,419821,26049,5556,686000,0.075282085,164895041,CA,10/30/2024,19:00:06
Doodie Lo - My Bruddas Keeper (Official Video),Doodie Lo,Music,"""Doodie Lo|Lil Durk|OTF|Free Lil Durk|King Von|Free Smurk|doodie lo smurkio flow|doodie lo me and doodie lo|doodie lo i swear to god|doodie lo istg|doodie lo streets raised me|sony a7s iii best settings|sony a7s iii|lil durk type beats|lil durk deep thoughts|doodie lo new music 2024|lil durk new music 2024""",2.8,none,639420,36579,3833,126000,0.063201026,46973397,US,10/29/2024,17:18:41
FULL INNING: Dodgers score FIVE runs with 2 OUTS to TIE World Series Game 5!,MLB,Sports,"""mlb|baseball|sports|mlb highlights|sports highlights|baseball highlights""",21.87,none,2849566,24639,3104,5890000,0.009735869,5834047098,US,10/31/2024,2:11:29
Atlas Goes Hands On,Boston Dynamics,Science & Technology,"""boston dynamics|atlas|electric atlas|robots|robotics|humanoid robot|boston dynamics atlas|boston dynamics electric robot atlas|what's new atlas|boston dynamics atlas parkour|boston dynamic robots|atlas robot|boston dynamics robot|boston dynamics atlas video|how does atlas work?""",2.88,none,1568280,59281,7302,3350000,0.042456067,830046211,US,10/30/2024,13:44:10
I Got Every Fortnite Achievement,LazarBeam,Gaming,"""[none]""",31.88,none,3793651,133062,4349,22500000,0.036221308,9587514319,AU,10/29/2024,2:32:39
Tottenham Hotspur 2-1 Man City | Carabao Cup Highlights | Werner and Sarr send Spurs into quarters,Tottenham Hotspur,Sports,"""Spurs|Tottenham Hotspur|토트넘|손흥민""",8.17,none,3669228,50691,1848,3720000,0.014318816,1405100189,GB,10/31/2024,0:00:13
I bought a BROKEN BUGATTI VEYRON! My first million dollar hooptie?,Hoovies Garage,Autos & Vehicles,"""[none]""",18.48,none,749251,41587,5310,1580000,0.062591842,474735238,US,10/30/2024,17:48:17
#BlackChicagoBeLikePart119👿Part 18,Korporate Bidness,Entertainment,"""korporate bidness|black chicago""",26.07,none,1244671,53542,20399,2610000,0.05940606,609721126,US,10/29/2024,3:00:06
RUUD'S FIRST GAME! | Manchester United v Leicester City extended highlights,EFL,Sports,"""EFL|Goal|Save|Championship|League One|League Two|Sky Bet|Football|Soccer|Premier League|Yesterday|yesterdays|goals|Carabao Cup|League""",11.07,none,2739511,51252,2023,535000,0.019446901,139581801,GB,10/31/2024,0:21:01
Stephen A. POINTS THE BLAME in the Yankees' World Series loss to the Dodgers | First Take,ESPN MLB,Sports,"""First Take|First Take full show|first take espn|espn first take|Stephen a smith|Stephen a|Stephen A. Smith|First Take on ESPN|first take|first take youtube|Stephen a first take|Stephen A. First Take|ESPN|espn|world series|los angeles dodgers|new york yankees|dodgers|yankees|los angeles dodgers vs new york yankees|new york yankees vs los angeles dodgers|baseball|dodgers vs yankees|mlb""",13.83,none,346165,4357,1686,350000,0.017456993,814735688,US,10/31/2024,15:07:20
