title,channelTitle,category,channel_country,publishedAt,duration,view_count,likes,comment_count,engagement_rate
ಬೈಎಲೆಕ್ಷನ್​​​ ಸೋಲು ವಿಜಯೇಂದ್ರರನ್ನ ಜಾಡಿಸಿದ ಯತ್ನಾಳ್​​​..! | Tv5 Kannada,TV5 Kannada,News & Politics,IN,2024-11-23T08:23:36Z,2.43,271967,2674,476,0.011582288
Mumbai Indians Bowlers: The Key to Glory? | #IPLAuction #MI #Aakashvani,Aakash Chopra,Sports,IN,2024-11-27T01:30:07Z,13.95,663999,31639,1875,0.050472968
Bus Road Trip With Family || Aditi Sharma,Aditi Sharma,Entertainment,IN,2024-11-23T05:40:23Z,18.72,162312,1354,54,0.008674651
Yuga பாப்பா and Gayu-ஓட Birthday Party with அன்பான friends & family 🥰  | Gayathri From Aminjikarai,Gayathri From Aminjikarai,People & Blogs,IN,2024-11-25T12:30:34Z,11.33,189283,5931,136,0.032052535
PAYAL SONG (Official Video): YO YO HONEY SINGH | NORA FATEHI | PARADOX | GLORY | BHUSHAN KUMAR,T-Series,Music,IN,2024-11-18T13:30:06Z,3.87,45815306,1660945,134759,0.039194412
Malli Serial | Episode 209 Promo | 25th Nov 24 | Nikitha | Vijay | Saregama TV Shows Tamil,Saregama TV Shows Tamil,Entertainment,IN,2024-11-24T15:45:00Z,0.82,620729,8357,98,0.013621081
Official Trailer - Kaalratri (কালরাত্রি) | Soumitrisha | Ayan Chakraborti | 6 DEC | hoichoi,Hoichoi,Entertainment,IN,2024-11-23T11:30:21Z,2.5,309368,5953,307,0.020234801
Jai Ho Jai Ho Shankara | Hansraj Raghuwanshi | Official Music Video | Baba Kedardhami,Hansraj Raghuwanshi,Music,IN,2024-11-23T12:30:07Z,5.1,694672,52360,4770,0.082240252
"गाल काटवा जीजा | #Khesari Lal Yadav, #Shilpi Raj | Gaal Katwa Jija | Latest Bhojpuri Hit Song 2024",Khesari Music World,Music,IN,2024-11-22T10:30:02Z,3.92,879521,77162,6361,0.094964191
Karnataka bypoll election result 2024: Congress wins all three seats,The Hindu,News & Politics,IN,2024-11-23T09:28:18Z,1.6,222623,2012,196,0.009918113
Asking BIG Youtubers Rs 500000/- for Collaboration 😱 PRANK on Wanderers Hub,Nilanjana Dhar,Entertainment,IN,2024-11-22T09:22:00Z,16.82,1084157,36089,1027,0.034234894
Mahindra BE 6e | Curvv Killer is here? | QuickEase | PowerDrift,PowerDrift,Autos & Vehicles,IN,2024-11-26T17:28:47Z,10.23,194830,3556,566,0.021156906
