title,channelTitle,category,channel_country,publishedAt,duration,view_count,likes,comment_count,engagement_rate
SIKH EMPIRE (Official Video) | Ranjit Bawa | Maharaja Ranjit Singh | Jagjit | Gill Saab | Stalinveer,Ranjit Bawa Music,Music,IN,2024-11-10T12:24:21Z,4.58,333456,32238,2507,0.1041966556307278
I Cooked Against Robots,Nick DiGiovanni,People & Blogs,US,2024-11-09T17:00:06Z,16.95,5343643,128445,7959,0.0255264058620682
Jethal के दुकान में किसने मंगाया Juice? | Taarak Mehta Ka Ooltah Chashmah | Full Episode,LIV Comedy,Comedy,US,2024-11-11T08:30:16Z,21.37,534879,5242,59,0.0099106526896737
Sundeep Sharma Stand-up Comedy-Aagey Se Right,Sundeep Sharma,Comedy,IN,2024-11-08T16:32:03Z,12.6,333035,13842,241,0.0422868467278214
New Dzire - The Safest Maruti ❤️ | sansCARi sumit,sansCARi sumit,Autos & Vehicles,IN,2024-11-08T13:46:25Z,17.18,657413,13173,1219,0.0218918701029641
Among Us but I'm Phantom Impostor Pro Max Ultra Gigachad,Live Insaan,Gaming,IN,2024-11-11T08:30:12Z,31.92,1292456,66569,2410,0.0533704822446566
Naam Official Trailer | Ajay Devgn | Anees Bazmee | Anil Roöngta | 22nd Nov Release,Bollyywood Now,Entertainment,IN,2024-11-07T13:01:03Z,1.83,2536773,30200,1888,0.0126491412515033
Aafat Episode 29  [Eng Sub]  Laiba Khan - Ali Abbas - Hibba Aziz - 11th November 2024 - HAR PAL GEO,HAR PAL GEO,Entertainment,PK,2024-11-11T15:01:11Z,38.97,2512327,35115,798,0.0142947156162394
Ed Sheeran & Diljit Dosanjh - Shape of You x Naina (Live in Birmingham 2024),Ed Sheeran,Music,Unknown,2024-11-08T13:00:56Z,5.03,820749,56919,1784,0.0715236936018198
आख़िर किसकी Entry से मच गई Gokuldham में खलबली? | Taarak Mehta Ka Ooltah Chashmah | 9 Nov 2024,Sony PAL,Entertainment,Unknown,2024-11-09T14:00:21Z,20.4,274803,1741,32,0.0064518946299712
How To Make Dry Ice At Home -100% Real 🥶,MR. INDIAN HACKER shorts,Science & Technology,IN,2024-11-10T03:29:32Z,5.15,269827,22972,744,0.0878933538897145
70 Minecraft Java Vs Bedrock Facts! 😎,MineFlux,Gaming,IN,2024-11-10T07:42:42Z,13.33,206454,4415,234,0.0225183333817702
मेरे सपनें को मेरे छात्रों ने पूरा किया | Raushan Anand Sir | @GYANBINDUGSACADEMY|  Josh Talks Hindi,जोश Talks,Education,IN,2024-11-08T13:01:07Z,26.07,218233,15210,1410,0.0761571348054602
